,number,prime_factors,mean,deviation,one_over_slope,primes_before_largest,largest_prime_factor,color_bucket
4154,14640,"[ 2, 2, 2, 2, 3, 5, 61 ]",11.0,14.285714285714286,1024.8,"[ 2, 2, 2, 2, 3, 5 ]",61,9
4155,14641,"[ 11, 11, 11, 11 ]",11.0,0.0,0.0,"[ 11, 11, 11 ]",11,0
4156,14642,"[ 2, 7321 ]",3661.5,3659.5,4.001093045498019,[ 2 ],7321,1
4157,14643,"[ 3, 3, 1627 ]",544.3333333333334,721.7777777777777,20.287407635467982,"[ 3, 3 ]",1627,2
4158,14644,"[ 2, 2, 7, 523 ]",133.5,194.75,75.19383825417202,"[ 2, 2, 7 ]",523,5
4159,14645,"[ 5, 29, 101 ]",45.0,37.333333333333336,392.27678571428567,"[ 5, 29 ]",101,8
4160,14646,"[ 2, 3, 2441 ]",815.3333333333334,1083.7777777777776,13.513840475702278,"[ 2, 3 ]",2441,2
4161,14647,"[ 97, 151 ]",124.0,27.0,542.4814814814815,[ 97 ],151,9
4162,14648,"[ 2, 2, 2, 1831 ]",459.25,685.875,21.356661199198104,"[ 2, 2, 2 ]",1831,3
4163,14649,"[ 3, 19, 257 ]",93.0,109.33333333333333,133.984756097561,"[ 3, 19 ]",257,6
4164,14650,"[ 2, 5, 5, 293 ]",76.25,108.375,135.17877739331027,"[ 2, 5, 5 ]",293,6
4165,14651,"[ 7, 7, 13, 23 ]",12.5,5.5,2663.818181818182,"[ 7, 7, 13 ]",23,10
4166,14652,"[ 2, 2, 3, 3, 11, 37 ]",9.666666666666666,9.555555555555555,1533.3488372093022,"[ 2, 2, 3, 3, 11 ]",37,10
4167,14654,"[ 2, 17, 431 ]",150.0,187.33333333333334,78.22419928825623,"[ 2, 17 ]",431,5
4168,14655,"[ 3, 5, 977 ]",328.3333333333333,432.4444444444445,33.88874614594039,"[ 3, 5 ]",977,3
4169,14656,"[ 2, 2, 2, 2, 2, 2, 229 ]",34.42857142857143,55.59183673469388,263.63582966226136,"[ 2, 2, 2, 2, 2, 2 ]",229,7
4170,14658,"[ 2, 3, 7, 349 ]",90.25,129.375,113.29855072463768,"[ 2, 3, 7 ]",349,6
4171,14659,"[ 107, 137 ]",122.0,15.0,977.2666666666667,[ 107 ],137,9
4172,14660,"[ 2, 2, 5, 733 ]",185.5,273.75,53.55251141552512,"[ 2, 2, 5 ]",733,4
4173,14661,"[ 3, 3, 3, 3, 181 ]",38.6,56.96,257.39115168539325,"[ 3, 3, 3, 3 ]",181,7
4174,14662,"[ 2, 7331 ]",3666.5,3664.5,4.00109155410015,[ 2 ],7331,1
4175,14663,"[ 11, 31, 43 ]",28.333333333333332,11.555555555555557,1268.9134615384614,"[ 11, 31 ]",43,10
4176,14664,"[ 2, 2, 2, 3, 13, 47 ]",11.5,12.333333333333334,1188.972972972973,"[ 2, 2, 2, 3, 13 ]",47,10
4177,14665,"[ 5, 7, 419 ]",143.66666666666666,183.55555555555557,79.89406779661016,"[ 5, 7 ]",419,5
4178,14666,"[ 2, 7333 ]",3667.5,3665.5,4.0010912563088255,[ 2 ],7333,1
4179,14667,"[ 3, 4889 ]",2446.0,2443.0,6.003683995088006,[ 3 ],4889,1
4180,14668,"[ 2, 2, 19, 193 ]",54.0,69.5,211.0503597122302,"[ 2, 2, 19 ]",193,7
4181,14670,"[ 2, 3, 3, 5, 163 ]",35.2,51.120000000000005,286.97183098591546,"[ 2, 3, 3, 5 ]",163,7
4182,14671,"[ 17, 863 ]",440.0,423.0,34.68321513002364,[ 17 ],863,3
4183,14672,"[ 2, 2, 2, 2, 7, 131 ]",24.333333333333332,35.55555555555555,412.6500000000001,"[ 2, 2, 2, 2, 7 ]",131,8
4184,14673,"[ 3, 67, 73 ]",47.666666666666664,29.777777777777782,492.74999999999994,"[ 3, 67 ]",73,8
4185,14674,"[ 2, 11, 23, 29 ]",16.25,9.75,1505.025641025641,"[ 2, 11, 23 ]",29,10
4186,14675,"[ 5, 5, 587 ]",199.0,258.6666666666667,56.73324742268041,"[ 5, 5 ]",587,4
4187,14676,"[ 2, 2, 3, 1223 ]",307.5,457.75,32.06116876024031,"[ 2, 2, 3 ]",1223,3
4188,14677,"[ 13, 1129 ]",571.0,558.0,26.302867383512545,[ 13 ],1129,3
4189,14678,"[ 2, 41, 179 ]",74.0,70.0,209.68571428571428,"[ 2, 41 ]",179,7
4190,14679,"[ 3, 3, 7, 233 ]",61.5,85.75,171.18367346938774,"[ 3, 3, 7 ]",233,7
4191,14680,"[ 2, 2, 2, 5, 367 ]",75.6,116.55999999999999,125.94371997254635,"[ 2, 2, 2, 5 ]",367,6
4192,14681,"[ 53, 277 ]",165.0,112.0,131.08035714285714,[ 53 ],277,6
4193,14682,"[ 2, 3, 2447 ]",817.3333333333334,1086.4444444444443,13.513806504397628,"[ 2, 3 ]",2447,2
4194,14684,"[ 2, 2, 3671 ]",1225.0,1630.6666666666667,9.004905968928863,"[ 2, 2 ]",3671,2
4195,14685,"[ 3, 5, 11, 89 ]",27.0,31.0,473.7096774193548,"[ 3, 5, 11 ]",89,8
4196,14686,"[ 2, 7, 1049 ]",352.6666666666667,464.2222222222222,31.63571086644328,"[ 2, 7 ]",1049,3
4197,14687,"[ 19, 773 ]",396.0,377.0,38.95755968169761,[ 19 ],773,3
4198,14688,"[ 2, 2, 2, 2, 2, 3, 3, 3, 17 ]",4.0,2.888888888888889,5084.307692307692,"[ 2, 2, 2, 2, 2, 3, 3, 3 ]",17,10
4199,14689,"[ 37, 397 ]",217.0,180.0,81.60555555555555,[ 37 ],397,5
4200,14690,"[ 2, 5, 13, 113 ]",33.25,39.875,368.4012539184953,"[ 2, 5, 13 ]",113,8
4201,14691,"[ 3, 59, 83 ]",48.333333333333336,30.222222222222218,486.09926470588243,"[ 3, 59 ]",83,8
4202,14692,"[ 2, 2, 3673 ]",1225.6666666666667,1631.5555555555554,9.004903296104604,"[ 2, 2 ]",3673,2
4203,14693,"[ 7, 2099 ]",1053.0,1046.0,14.046845124282983,[ 7 ],2099,2
4204,14694,"[ 2, 3, 31, 79 ]",28.75,26.25,559.7714285714286,"[ 2, 3, 31 ]",79,9
4205,14695,"[ 5, 2939 ]",1472.0,1467.0,10.01704158145876,[ 5 ],2939,2
4206,14696,"[ 2, 2, 2, 11, 167 ]",36.8,52.08,282.18125960061445,"[ 2, 2, 2, 11 ]",167,7
4207,14697,"[ 3, 3, 23, 71 ]",25.0,23.0,639.0,"[ 3, 3, 23 ]",71,9
4208,14698,"[ 2, 7349 ]",3675.5,3673.5,4.0010888798148905,[ 2 ],7349,1
4209,14700,"[ 2, 2, 3, 5, 5, 7, 7 ]",4.428571428571429,1.7959183673469388,8185.227272727273,"[ 2, 2, 3, 5, 5, 7 ]",7,10
4210,14701,"[ 61, 241 ]",151.0,90.0,163.34444444444443,[ 61 ],241,6
4211,14702,"[ 2, 7351 ]",3676.5,3674.5,4.001088583480746,[ 2 ],7351,1
4212,14703,"[ 3, 13, 13, 29 ]",14.5,7.25,2028.0,"[ 3, 13, 13 ]",29,10
4213,14704,"[ 2, 2, 2, 2, 919 ]",185.4,293.44,50.10905125408942,"[ 2, 2, 2, 2 ]",919,4
4214,14705,"[ 5, 17, 173 ]",65.0,72.0,204.23611111111111,"[ 5, 17 ]",173,7
4215,14706,"[ 2, 3, 3, 19, 43 ]",14.0,13.6,1081.3235294117646,"[ 2, 3, 3, 19 ]",43,9
4216,14707,"[ 7, 11, 191 ]",69.66666666666667,80.8888888888889,181.81730769230768,"[ 7, 11 ]",191,7
4217,14708,"[ 2, 2, 3677 ]",1227.0,1633.3333333333333,9.004897959183674,"[ 2, 2 ]",3677,2
4218,14709,"[ 3, 4903 ]",2453.0,2450.0,6.003673469387755,[ 3 ],4903,1
4219,14710,"[ 2, 5, 1471 ]",492.6666666666667,652.2222222222222,22.553662691652473,"[ 2, 5 ]",1471,3
4220,14711,"[ 47, 313 ]",180.0,133.0,110.60902255639098,[ 47 ],313,6
4221,14712,"[ 2, 2, 2, 3, 613 ]",124.4,195.44,75.2762996316005,"[ 2, 2, 2, 3 ]",613,5
4222,14714,"[ 2, 7, 1051 ]",353.3333333333333,465.11111111111114,31.63545150501672,"[ 2, 7 ]",1051,3
4223,14715,"[ 3, 3, 3, 5, 109 ]",24.6,33.760000000000005,435.8708530805687,"[ 3, 3, 3, 5 ]",109,8
4224,14716,"[ 2, 2, 13, 283 ]",75.0,104.0,141.5,"[ 2, 2, 13 ]",283,6
4225,14718,"[ 2, 3, 11, 223 ]",59.75,81.625,180.31240428790198,"[ 2, 3, 11 ]",223,7
4226,14719,"[ 41, 359 ]",200.0,159.0,92.57232704402516,[ 41 ],359,5
4227,14720,"[ 2, 2, 2, 2, 2, 2, 2, 5, 23 ]",4.666666666666667,4.148148148148149,3548.571428571428,"[ 2, 2, 2, 2, 2, 2, 2, 5 ]",23,10
4228,14721,"[ 3, 7, 701 ]",237.0,309.3333333333333,47.58943965517242,"[ 3, 7 ]",701,4
4229,14722,"[ 2, 17, 433 ]",150.66666666666666,188.22222222222226,78.21605667060211,"[ 2, 17 ]",433,5
4230,14724,"[ 2, 2, 3, 3, 409 ]",83.8,130.07999999999998,113.1918819188192,"[ 2, 2, 3, 3 ]",409,6
4231,14725,"[ 5, 5, 19, 31 ]",15.0,10.0,1472.5,"[ 5, 5, 19 ]",31,10
4232,14726,"[ 2, 37, 199 ]",79.33333333333333,79.77777777777777,184.58774373259055,"[ 2, 37 ]",199,7
4233,14727,"[ 3, 4909 ]",2456.0,2453.0,6.003668976763147,[ 3 ],4909,1
4234,14728,"[ 2, 2, 2, 7, 263 ]",55.2,83.12,177.18960538979786,"[ 2, 2, 2, 7 ]",263,7
4235,14729,"[ 11, 13, 103 ]",42.333333333333336,40.44444444444445,364.1785714285714,"[ 11, 13 ]",103,8
4236,14730,"[ 2, 3, 5, 491 ]",125.25,182.875,80.54682159945318,"[ 2, 3, 5 ]",491,5
4237,14732,"[ 2, 2, 29, 127 ]",40.0,43.5,338.6666666666667,"[ 2, 2, 29 ]",127,8
4238,14733,"[ 3, 3, 1637 ]",547.6666666666666,726.2222222222223,20.287178702570376,"[ 3, 3 ]",1637,2
4239,14734,"[ 2, 53, 139 ]",64.66666666666667,49.555555555555564,297.3228699551569,"[ 2, 53 ]",139,8
4240,14735,"[ 5, 7, 421 ]",144.33333333333334,184.44444444444443,79.88855421686748,"[ 5, 7 ]",421,5
4241,14736,"[ 2, 2, 2, 2, 3, 307 ]",53.0,84.66666666666667,174.04724409448818,"[ 2, 2, 2, 2, 3 ]",307,7
4242,14738,"[ 2, 7369 ]",3685.5,3683.5,4.001085923713859,[ 2 ],7369,1
4243,14739,"[ 3, 17, 17, 17 ]",13.5,5.25,2807.4285714285716,"[ 3, 17, 17 ]",17,10
4244,14740,"[ 2, 2, 5, 11, 67 ]",17.4,19.839999999999996,742.9435483870969,"[ 2, 2, 5, 11 ]",67,9
4245,14742,"[ 2, 3, 3, 3, 3, 7, 13 ]",4.857142857142857,2.9387755102040813,5016.375000000001,"[ 2, 3, 3, 3, 3, 7 ]",13,10
4246,14743,"[ 23, 641 ]",332.0,309.0,47.711974110032365,[ 23 ],641,4
4247,14744,"[ 2, 2, 2, 19, 97 ]",24.4,29.04,507.71349862258955,"[ 2, 2, 2, 19 ]",97,8
4248,14745,"[ 3, 5, 983 ]",330.3333333333333,435.11111111111114,33.88789581205311,"[ 3, 5 ]",983,3
4249,14746,"[ 2, 73, 101 ]",58.666666666666664,37.77777777777778,390.33529411764704,"[ 2, 73 ]",101,8
4250,14748,"[ 2, 2, 3, 1229 ]",309.0,460.0,32.06086956521739,"[ 2, 2, 3 ]",1229,3
4251,14749,"[ 7, 7, 7, 43 ]",16.0,13.5,1092.5185185185185,"[ 7, 7, 7 ]",43,9
4252,14750,"[ 2, 5, 5, 5, 59 ]",15.2,17.52,841.8949771689498,"[ 2, 5, 5, 5 ]",59,9
4253,14751,"[ 3, 3, 11, 149 ]",41.5,53.75,274.4372093023256,"[ 3, 3, 11 ]",149,7
4254,14752,"[ 2, 2, 2, 2, 2, 461 ]",78.5,127.5,115.70196078431373,"[ 2, 2, 2, 2, 2 ]",461,6
4255,14754,"[ 2, 3, 2459 ]",821.3333333333334,1091.7777777777776,13.513739059637699,"[ 2, 3 ]",2459,2
4256,14755,"[ 5, 13, 227 ]",81.66666666666667,96.88888888888887,152.28784403669727,"[ 5, 13 ]",227,6
4257,14756,"[ 2, 2, 7, 17, 31 ]",11.8,9.76,1511.8852459016393,"[ 2, 2, 7, 17 ]",31,10
4258,14757,"[ 3, 4919 ]",2461.0,2458.0,6.003661513425549,[ 3 ],4919,1
4259,14758,"[ 2, 47, 157 ]",68.66666666666667,58.88888888888889,250.6075471698113,"[ 2, 47 ]",157,7
4260,14760,"[ 2, 2, 2, 3, 3, 5, 41 ]",8.285714285714286,9.346938775510205,1579.126637554585,"[ 2, 2, 2, 3, 3, 5 ]",41,10
4261,14761,"[ 29, 509 ]",269.0,240.0,61.50416666666667,[ 29 ],509,4
4262,14762,"[ 2, 11, 11, 61 ]",21.25,19.875,742.7421383647799,"[ 2, 11, 11 ]",61,9
4263,14763,"[ 3, 7, 19, 37 ]",16.5,11.5,1283.7391304347825,"[ 3, 7, 19 ]",37,10
4264,14764,"[ 2, 2, 3691 ]",1231.6666666666667,1639.5555555555554,9.00487937110328,"[ 2, 2 ]",3691,2
4265,14765,"[ 5, 2953 ]",1479.0,1474.0,10.01696065128901,[ 5 ],2953,2
4266,14766,"[ 2, 3, 23, 107 ]",33.75,36.625,403.1672354948806,"[ 2, 3, 23 ]",107,8
4267,14768,"[ 2, 2, 2, 2, 13, 71 ]",15.333333333333334,18.555555555555557,795.8802395209581,"[ 2, 2, 2, 2, 13 ]",71,9
4268,14769,"[ 3, 3, 3, 547 ]",139.0,204.0,72.3970588235294,"[ 3, 3, 3 ]",547,5
4269,14770,"[ 2, 5, 7, 211 ]",56.25,77.375,190.88852988691437,"[ 2, 5, 7 ]",211,7
4270,14772,"[ 2, 2, 3, 1231 ]",309.5,460.75,32.0607704829083,"[ 2, 2, 3 ]",1231,3
4271,14773,"[ 11, 17, 79 ]",35.666666666666664,28.888888888888886,511.37307692307695,"[ 11, 17 ]",79,8
4272,14774,"[ 2, 83, 89 ]",58.0,37.333333333333336,395.73214285714283,"[ 2, 83 ]",89,8
4273,14775,"[ 3, 5, 5, 197 ]",52.5,72.25,204.49826989619376,"[ 3, 5, 5 ]",197,7
4274,14776,"[ 2, 2, 2, 1847 ]",463.25,691.875,21.356458897922312,"[ 2, 2, 2 ]",1847,3
4275,14777,"[ 7, 2111 ]",1059.0,1052.0,14.04657794676806,[ 7 ],2111,2
4276,14778,"[ 2, 3, 3, 821 ]",207.25,306.875,48.156415478615074,"[ 2, 3, 3 ]",821,4
4277,14780,"[ 2, 2, 5, 739 ]",187.0,276.0,53.55072463768116,"[ 2, 2, 5 ]",739,4
4278,14781,"[ 3, 13, 379 ]",131.66666666666666,164.88888888888889,89.64218328840971,"[ 3, 13 ]",379,5
4279,14782,"[ 2, 19, 389 ]",136.66666666666666,168.2222222222222,87.87186261558786,"[ 2, 19 ]",389,5
4280,14784,"[ 2, 2, 2, 2, 2, 2, 3, 7, 11 ]",3.6666666666666665,2.3703703703703702,6237.0,"[ 2, 2, 2, 2, 2, 2, 3, 7 ]",11,10
4281,14785,"[ 5, 2957 ]",1481.0,1476.0,10.016937669376693,[ 5 ],2957,2
4282,14786,"[ 2, 7393 ]",3697.5,3695.5,4.001082397510486,[ 2 ],7393,1
4283,14787,"[ 3, 3, 31, 53 ]",22.5,19.5,758.3076923076923,"[ 3, 3, 31 ]",53,9
4284,14788,"[ 2, 2, 3697 ]",1233.6666666666667,1642.222222222222,9.004871447902573,"[ 2, 2 ]",3697,2
4285,14789,"[ 23, 643 ]",333.0,310.0,47.70645161290322,[ 23 ],643,4
4286,14790,"[ 2, 3, 5, 17, 29 ]",11.2,9.440000000000001,1566.737288135593,"[ 2, 3, 5, 17 ]",29,10
4287,14791,"[ 7, 2113 ]",1060.0,1053.0,14.04653371320038,[ 7 ],2113,2
4288,14792,"[ 2, 2, 2, 43, 43 ]",18.4,19.68,751.6260162601626,"[ 2, 2, 2, 43 ]",43,9
4289,14793,"[ 3, 4931 ]",2467.0,2464.0,6.003652597402597,[ 3 ],4931,1
4290,14794,"[ 2, 13, 569 ]",194.66666666666666,249.55555555555557,59.281389136242204,"[ 2, 13 ]",569,4
4291,14795,"[ 5, 11, 269 ]",95.0,116.0,127.54310344827586,"[ 5, 11 ]",269,6
4292,14796,"[ 2, 2, 3, 3, 3, 137 ]",25.0,37.333333333333336,396.32142857142856,"[ 2, 2, 3, 3, 3 ]",137,8
4293,14798,"[ 2, 7, 7, 151 ]",41.75,54.625,270.9016018306636,"[ 2, 7, 7 ]",151,7
4294,14799,"[ 3, 4933 ]",2468.0,2465.0,6.003651115618661,[ 3 ],4933,1
4295,14800,"[ 2, 2, 2, 2, 5, 5, 37 ]",7.857142857142857,8.326530612244898,1777.4509803921567,"[ 2, 2, 2, 2, 5, 5 ]",37,10
4296,14801,"[ 19, 19, 41 ]",26.333333333333332,9.777777777777777,1513.7386363636365,"[ 19, 19 ]",41,10
4297,14802,"[ 2, 3, 2467 ]",824.0,1095.3333333333333,13.513694461351188,"[ 2, 3 ]",2467,2
4298,14803,"[ 113, 131 ]",122.0,9.0,1644.7777777777778,[ 113 ],131,10
4299,14804,"[ 2, 2, 3701 ]",1235.0,1644.0,9.004866180048662,"[ 2, 2 ]",3701,2
4300,14805,"[ 3, 3, 5, 7, 47 ]",13.0,13.6,1088.6029411764707,"[ 3, 3, 5, 7 ]",47,9
4301,14806,"[ 2, 11, 673 ]",228.66666666666666,296.22222222222223,49.9827456864216,"[ 2, 11 ]",673,4
4302,14807,"[ 13, 17, 67 ]",32.333333333333336,23.111111111111114,640.6874999999999,"[ 13, 17 ]",67,9
4303,14808,"[ 2, 2, 2, 3, 617 ]",125.2,196.72,75.2745018300122,"[ 2, 2, 2, 3 ]",617,5
4304,14809,"[ 59, 251 ]",155.0,96.0,154.26041666666666,[ 59 ],251,6
4305,14810,"[ 2, 5, 1481 ]",496.0,656.6666666666666,22.553299492385786,"[ 2, 5 ]",1481,3
4306,14811,"[ 3, 4937 ]",2470.0,2467.0,6.003648155654641,[ 3 ],4937,1
4307,14812,"[ 2, 2, 7, 23, 23 ]",11.4,9.280000000000001,1596.1206896551723,"[ 2, 2, 7, 23 ]",23,10
4308,14814,"[ 2, 3, 3, 823 ]",207.75,307.625,48.15603413246648,"[ 2, 3, 3 ]",823,4
4309,14815,"[ 5, 2963 ]",1484.0,1479.0,10.016903313049358,[ 5 ],2963,2
4310,14816,"[ 2, 2, 2, 2, 2, 463 ]",78.83333333333333,128.05555555555554,115.69978308026032,"[ 2, 2, 2, 2, 2 ]",463,6
4311,14817,"[ 3, 11, 449 ]",154.33333333333334,196.44444444444443,75.42590497737557,"[ 3, 11 ]",449,5
4312,14818,"[ 2, 31, 239 ]",90.66666666666667,98.88888888888887,149.84494382022476,"[ 2, 31 ]",239,6
4313,14819,"[ 7, 29, 73 ]",36.333333333333336,24.444444444444446,606.2318181818181,"[ 7, 29 ]",73,9
4314,14820,"[ 2, 2, 3, 5, 13, 19 ]",7.333333333333333,5.777777777777779,2564.9999999999995,"[ 2, 2, 3, 5, 13 ]",19,10
4315,14822,"[ 2, 7411 ]",3706.5,3704.5,4.001079767849912,[ 2 ],7411,1
4316,14823,"[ 3, 3, 3, 3, 3, 61 ]",12.666666666666666,16.11111111111111,920.048275862069,"[ 3, 3, 3, 3, 3 ]",61,9
4317,14824,"[ 2, 2, 2, 17, 109 ]",26.4,33.04,448.66828087167073,"[ 2, 2, 2, 17 ]",109,8
4318,14825,"[ 5, 5, 593 ]",201.0,261.3333333333333,56.72831632653062,"[ 5, 5 ]",593,4
4319,14826,"[ 2, 3, 7, 353 ]",91.25,130.875,113.2836676217765,"[ 2, 3, 7 ]",353,6
4320,14828,"[ 2, 2, 11, 337 ]",88.0,124.5,119.1004016064257,"[ 2, 2, 11 ]",337,6
4321,14829,"[ 3, 4943 ]",2473.0,2470.0,6.0036437246963565,[ 3 ],4943,1
4322,14830,"[ 2, 5, 1483 ]",496.6666666666667,657.5555555555555,22.553227441703278,"[ 2, 5 ]",1483,3
4323,14832,"[ 2, 2, 2, 2, 3, 3, 103 ]",16.714285714285715,24.653061224489797,601.6291390728477,"[ 2, 2, 2, 2, 3, 3 ]",103,9
4324,14833,"[ 7, 13, 163 ]",61.0,68.0,218.13235294117646,"[ 7, 13 ]",163,7
4325,14834,"[ 2, 7417 ]",3709.5,3707.5,4.001078894133514,[ 2 ],7417,1
4326,14835,"[ 3, 5, 23, 43 ]",18.5,14.5,1023.1034482758621,"[ 3, 5, 23 ]",43,9
4327,14836,"[ 2, 2, 3709 ]",1237.6666666666667,1647.5555555555554,9.004855678446184,"[ 2, 2 ]",3709,2
4328,14837,"[ 37, 401 ]",219.0,182.0,81.52197802197803,[ 37 ],401,5
4329,14838,"[ 2, 3, 2473 ]",826.0,1098.0,13.513661202185792,"[ 2, 3 ]",2473,2
4330,14839,"[ 11, 19, 71 ]",33.666666666666664,24.888888888888886,596.2098214285716,"[ 11, 19 ]",71,9
4331,14840,"[ 2, 2, 2, 5, 7, 53 ]",11.833333333333334,13.722222222222223,1081.4574898785424,"[ 2, 2, 2, 5, 7 ]",53,9
4332,14841,"[ 3, 3, 17, 97 ]",30.0,33.5,443.0149253731343,"[ 3, 3, 17 ]",97,8
4333,14842,"[ 2, 41, 181 ]",74.66666666666667,70.8888888888889,209.36990595611283,"[ 2, 41 ]",181,7
4334,14844,"[ 2, 2, 3, 1237 ]",311.0,463.0,32.06047516198704,"[ 2, 2, 3 ]",1237,3
4335,14845,"[ 5, 2969 ]",1487.0,1482.0,10.016869095816464,[ 5 ],2969,2
4336,14846,"[ 2, 13, 571 ]",195.33333333333334,250.44444444444443,59.27861579414375,"[ 2, 13 ]",571,4
4337,14847,"[ 3, 7, 7, 101 ]",29.5,35.75,415.3006993006993,"[ 3, 7, 7 ]",101,8
4338,14848,"[ 2, 2, 2, 2, 2, 2, 2, 2, 2, 29 ]",4.7,4.859999999999999,3055.1440329218112,"[ 2, 2, 2, 2, 2, 2, 2, 2, 2 ]",29,10
4339,14849,"[ 31, 479 ]",255.0,224.0,66.29017857142857,[ 31 ],479,4
4340,14850,"[ 2, 3, 3, 3, 5, 5, 11 ]",4.571428571428571,2.0816326530612246,7133.823529411764,"[ 2, 3, 3, 3, 5, 5 ]",11,10
4341,14852,"[ 2, 2, 47, 79 ]",32.5,30.5,486.95081967213116,"[ 2, 2, 47 ]",79,8
4342,14853,"[ 3, 4951 ]",2477.0,2474.0,6.003637833468068,[ 3 ],4951,1
4343,14854,"[ 2, 7, 1061 ]",356.6666666666667,469.5555555555555,31.634169427354475,"[ 2, 7 ]",1061,3
4344,14855,"[ 5, 2971 ]",1488.0,1483.0,10.016857720836143,[ 5 ],2971,2
4345,14856,"[ 2, 2, 2, 3, 619 ]",125.6,197.35999999999999,75.2736116740981,"[ 2, 2, 2, 3 ]",619,5
4346,14857,"[ 83, 179 ]",131.0,48.0,309.5208333333333,[ 83 ],179,8
4347,14858,"[ 2, 17, 19, 23 ]",15.25,6.625,2242.7169811320755,"[ 2, 17, 19 ]",23,10
4348,14859,"[ 3, 3, 13, 127 ]",36.5,45.25,328.3756906077348,"[ 3, 3, 13 ]",127,8
4349,14860,"[ 2, 2, 5, 743 ]",188.0,277.5,53.549549549549546,"[ 2, 2, 5 ]",743,4
4350,14861,"[ 7, 11, 193 ]",70.33333333333333,81.77777777777777,181.72418478260872,"[ 7, 11 ]",193,7
4351,14862,"[ 2, 3, 2477 ]",827.3333333333334,1099.7777777777776,13.513639119013945,"[ 2, 3 ]",2477,2
4352,14863,"[ 89, 167 ]",128.0,39.0,381.1025641025641,[ 89 ],167,8
4353,14864,"[ 2, 2, 2, 2, 929 ]",187.4,296.64,50.10787486515642,"[ 2, 2, 2, 2 ]",929,4
4354,14865,"[ 3, 5, 991 ]",333.0,438.6666666666667,33.88677811550152,"[ 3, 5 ]",991,3
4355,14866,"[ 2, 7433 ]",3717.5,3715.5,4.001076571120979,[ 2 ],7433,1
4356,14868,"[ 2, 2, 3, 3, 7, 59 ]",12.666666666666666,15.444444444444443,962.6762589928059,"[ 2, 2, 3, 3, 7 ]",59,9
4357,14870,"[ 2, 5, 1487 ]",498.0,659.3333333333334,22.553083923154702,"[ 2, 5 ]",1487,3
4358,14871,"[ 3, 4957 ]",2480.0,2477.0,6.003633427533306,[ 3 ],4957,1
4359,14872,"[ 2, 2, 2, 11, 13, 13 ]",7.166666666666667,5.166666666666666,2878.4516129032263,"[ 2, 2, 2, 11, 13 ]",13,10
4360,14873,"[ 107, 139 ]",123.0,16.0,929.5625,[ 107 ],139,9
4361,14874,"[ 2, 3, 37, 67 ]",27.25,24.75,600.969696969697,"[ 2, 3, 37 ]",67,9
4362,14875,"[ 5, 5, 5, 7, 17 ]",7.8,3.6799999999999997,4042.1195652173915,"[ 5, 5, 5, 7 ]",17,10
4363,14876,"[ 2, 2, 3719 ]",1241.0,1652.0,9.004842615012107,"[ 2, 2 ]",3719,2
4364,14877,"[ 3, 3, 3, 19, 29 ]",11.4,10.080000000000002,1475.8928571428569,"[ 3, 3, 3, 19 ]",29,10
4365,14878,"[ 2, 43, 173 ]",72.66666666666667,66.8888888888889,222.4285714285714,"[ 2, 43 ]",173,7
4366,14880,"[ 2, 2, 2, 2, 2, 3, 5, 31 ]",6.125,6.21875,2392.763819095477,"[ 2, 2, 2, 2, 2, 3, 5 ]",31,10
4367,14881,"[ 23, 647 ]",335.0,312.0,47.69551282051282,[ 23 ],647,4
4368,14882,"[ 2, 7, 1063 ]",357.3333333333333,470.4444444444445,31.633915918752948,"[ 2, 7 ]",1063,3
4369,14883,"[ 3, 11, 11, 41 ]",16.5,12.25,1214.938775510204,"[ 3, 11, 11 ]",41,10
4370,14884,"[ 2, 2, 61, 61 ]",31.5,29.5,504.54237288135596,"[ 2, 2, 61 ]",61,8
4371,14885,"[ 5, 13, 229 ]",82.33333333333333,97.77777777777779,152.23295454545453,"[ 5, 13 ]",229,6
4372,14886,"[ 2, 3, 3, 827 ]",208.75,309.125,48.15527699150829,"[ 2, 3, 3 ]",827,4
4373,14888,"[ 2, 2, 2, 1861 ]",466.75,697.125,21.356284740900126,"[ 2, 2, 2 ]",1861,3
4374,14889,"[ 3, 7, 709 ]",239.66666666666666,312.8888888888889,47.58558238636363,"[ 3, 7 ]",709,4
4375,14890,"[ 2, 5, 1489 ]",498.6666666666667,660.2222222222222,22.553012453719287,"[ 2, 5 ]",1489,3
4376,14892,"[ 2, 2, 3, 17, 73 ]",19.4,21.439999999999998,694.589552238806,"[ 2, 2, 3, 17 ]",73,9
4377,14893,"[ 53, 281 ]",167.0,114.0,130.640350877193,[ 53 ],281,6
4378,14894,"[ 2, 11, 677 ]",230.0,298.0,49.97986577181208,"[ 2, 11 ]",677,4
4379,14895,"[ 3, 3, 5, 331 ]",85.5,122.75,121.34419551934828,"[ 3, 3, 5 ]",331,6
4380,14896,"[ 2, 2, 2, 2, 7, 7, 19 ]",5.857142857142857,4.408163265306122,3379.1851851851857,"[ 2, 2, 2, 2, 7, 7 ]",19,10
4381,14898,"[ 2, 3, 13, 191 ]",52.25,69.375,214.74594594594595,"[ 2, 3, 13 ]",191,7
4382,14899,"[ 47, 317 ]",182.0,135.0,110.36296296296297,[ 47 ],317,6
4383,14900,"[ 2, 2, 5, 5, 149 ]",32.6,46.56,320.01718213058416,"[ 2, 2, 5, 5 ]",149,8
